,ts,id,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8,ch_9,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20,ch_21,ch_22,ch_23,ch_24,ch_25,ch_26,ch_27,ch_28,ch_29,ch_30,fileid,event
138,2023-02-20T03:10:53.690000,7396779293,446.1081,204.7660,72.7034,108.4016,550.8742,932.6064,851.3412,837.0214,677.9216,634.6760,-1254.7403,619.6271,316.7265,1031.1654,799.3331,964.8962,366.0000,-0.0143,-0.0225,-0.0389,-0.0356,-0.0476,-1000000.0000,-1000000.0000,-0.9483,366.0000,1676860000.0000,214.3891,6.2024,3.7173,62018,none
139,2023-02-20T03:10:53.695000,7396779294,446.7605,205.4368,73.6737,109.5876,551.6374,932.6280,849.8228,836.9073,678.0298,635.5015,-1255.8959,620.9322,316.6563,1031.2195,799.1010,967.0397,366.0000,-0.0126,-0.0209,-0.0299,-0.0344,-0.0490,-1000000.0000,-1000000.0000,-0.9483,366.0000,1676860000.0000,214.3919,7.0751,3.7175,62018,none
140,2023-02-20T03:10:53.700000,7396779295,444.6843,204.2768,73.2358,109.6925,550.8080,933.1030,851.8250,837.9708,677.1394,636.9787,-1255.2324,620.0948,317.7178,1030.4164,799.5926,965.1999,366.0000,-0.0147,-0.0261,-0.0306,-0.0338,-0.0229,-1000000.0000,-1000000.0000,-0.9482,366.0000,1676860000.0000,214.3947,6.2563,3.7176,62018,none
141,2023-02-20T03:10:53.705000,7396779296,443.4893,204.0152,76.0442,108.5653,551.1278,932.9466,851.3771,837.5908,677.7634,636.5591,-1256.3396,620.7173,316.4851,1028.5858,798.9267,966.9433,366.0000,-0.0164,-0.0273,-0.0251,-0.0259,-0.0309,-1000000.0000,-1000000.0000,-0.9482,366.0000,1676860000.0000,214.3975,6.3956,3.7177,62018,none
142,2023-02-20T03:10:53.710000,7396779297,442.5090,206.3778,73.4427,109.7842,550.5963,932.3706,850.4201,835.2119,677.0959,635.3553,-1256.0197,620.5188,315.5873,1031.1425,801.1426,967.6077,366.0000,-0.0059,-0.0256,-0.0264,-0.0260,-0.0274,-1000000.0000,-1000000.0000,-0.9482,366.0000,1676860000.0000,214.4003,6.3651,3.7178,62018,none
143,2023-02-20T03:10:53.715000,7396779298,444.3683,204.4695,72.8496,108.1197,550.9380,931.8005,851.7727,837.0279,676.8009,636.5924,-1256.6802,619.7962,315.6613,1029.4394,798.6813,965.1279,366.0000,-0.0137,-0.0182,-0.0188,-0.0162,-0.0345,-1000000.0000,-1000000.0000,-0.9482,366.0000,1676860000.0000,214.4031,6.8242,3.7180,62018,none
144,2023-02-20T03:10:53.720000,7396779299,443.4494,203.5241,74.2358,108.8624,549.0700,932.1859,849.9810,837.2001,678.6174,635.3972,-1256.5072,620.9578,316.7534,1029.1950,799.4307,967.0344,366.0000,-0.0109,-0.0183,-0.0218,-0.0285,-0.0174,-1000000.0000,-1000000.0000,-0.9482,366.0000,1676860000.0000,214.4059,6.7334,3.7181,62018,none
145,2023-02-20T03:10:53.725000,7396779300,443.7196,203.4964,71.5790,107.6909,549.9545,931.5749,851.8882,836.7802,675.1875,636.6294,-1256.1409,619.5764,316.4098,1029.1691,799.7130,966.0722,366.0000,-0.0160,-0.0144,-0.0214,-0.0276,-0.0125,-1000000.0000,-1000000.0000,-0.9482,366.0000,1676860000.0000,214.4087,5.4096,3.7182,62018,none
146,2023-02-20T03:10:53.730000,7396779301,443.5211,203.2566,73.0862,107.5991,549.9796,931.8536,850.9649,837.1391,675.5121,635.9183,-1256.3820,620.9631,314.7864,1031.9984,798.5150,964.3354,366.0000,-0.0091,-0.0163,-0.0141,-0.0215,-0.0151,-1000000.0000,-1000000.0000,-0.9482,366.0000,1676860000.0000,214.4115,6.4736,3.7183,62018,none
147,2023-02-20T03:10:53.735000,7396779302,443.8641,204.7260,74.5723,107.4348,549.7818,934.0713,849.1617,835.5290,677.2829,635.7167,-1256.6303,621.0338,316.3885,1030.3292,799.1091,965.0129,366.0000,-0.0148,-0.0115,-0.0159,-0.0131,-0.0062,-1000000.0000,-1000000.0000,-0.9482,366.0000,1676860000.0000,214.4143,6.7325,3.7185,62018,none
148,2023-02-20T03:10:53.740000,7396779303,444.8028,203.6585,72.8571,106.3016,550.3051,932.0958,851.0927,834.6852,676.7381,635.8772,-1257.0896,620.7901,315.0842,1029.1167,798.5494,966.0926,366.0000,-0.0062,-0.0115,-0.0125,-0.0160,-0.0020,-1000000.0000,-1000000.0000,-0.9481,366.0000,1676860000.0000,214.4171,7.4694,3.7186,62018,none
149,2023-02-20T03:10:53.745000,7396779304,444.0564,204.0327,71.5441,108.9605,550.4383,932.2910,850.6058,836.1504,675.7812,637.9784,-1254.5003,619.7863,316.2814,1029.3840,799.1500,966.2517,366.0000,-0.0061,-0.0155,-0.0101,-0.0062,-0.0031,-1000000.0000,-1000000.0000,-0.9481,366.0000,1676860000.0000,214.4199,5.4931,3.7187,62018,none
150,2023-02-20T03:10:53.750000,7396779305,443.7922,203.8683,72.6024,107.4058,550.2329,931.3548,850.4737,837.1449,676.0755,635.3121,-1256.4813,621.9568,315.2747,1029.9186,798.9999,964.6546,366.0000,-0.0102,-0.0179,-0.0155,-0.0128,-0.0156,-1000000.0000,-1000000.0000,-0.9481,366.0000,1676860000.0000,214.4227,6.7308,3.7188,62018,none
151,2023-02-20T03:10:53.755000,7396779306,443.0867,204.5004,74.0788,107.2741,549.7737,932.7313,850.3250,834.3353,676.1757,636.0965,-1255.8208,620.0367,315.6900,1030.3492,798.8030,965.9406,366.0000,-0.0120,-0.0213,-0.0136,-0.0047,-0.0085,-1000000.0000,-1000000.0000,-0.9481,366.0000,1676860000.0000,214.4255,6.0217,3.7190,62018,none
152,2023-02-20T03:10:53.760000,7396779307,442.5794,203.2417,73.2200,106.9751,549.3305,932.5273,850.8173,836.2443,677.6330,636.5442,-1257.4881,620.1120,315.4833,1030.1425,797.9947,966.5780,366.0000,-0.0136,-0.0095,-0.0100,-0.0131,0.0082,-1000000.0000,-1000000.0000,-0.9481,366.0000,1676860000.0000,214.4283,6.4535,3.7191,62018,none
153,2023-02-20T03:10:53.765000,7396779308,443.5418,203.0704,72.2597,107.7673,550.8086,932.5447,850.5427,835.3926,677.9007,635.1609,-1254.9831,619.9132,317.1460,1029.1879,800.4218,966.7297,366.0000,-0.0140,-0.0185,-0.0238,-0.0028,0.0005,-1000000.0000,-1000000.0000,-0.9481,366.0000,1676860000.0000,214.4311,5.4412,3.7192,62018,none
154,2023-02-20T03:10:53.770000,7396779309,443.9073,204.1298,72.4021,109.3611,550.2301,932.1223,849.4650,836.7562,678.2620,634.6749,-1255.9159,619.0465,316.2718,1030.2041,799.4195,965.6201,366.0000,-0.0135,-0.0210,-0.0141,-0.0016,0.0012,-1000000.0000,-1000000.0000,-0.9481,366.0000,1676860000.0000,214.4339,6.2893,3.7193,62018,none
155,2023-02-20T03:10:53.775000,7396779310,445.3920,204.4584,72.5299,109.6526,549.1627,932.8050,851.9953,838.5439,675.7064,635.4967,-1256.3775,621.0137,316.9865,1029.4887,797.7067,966.3284,366.0000,-0.0154,-0.0158,-0.0148,-0.0108,-0.0033,-1000000.0000,-1000000.0000,-0.9481,366.0000,1676860000.0000,214.4367,6.5551,3.7195,62018,none
156,2023-02-20T03:10:53.780000,7396779311,444.1168,204.2786,73.3015,106.6839,549.8576,933.0299,850.8171,836.8388,675.9189,636.6201,-1256.3356,619.5546,318.3287,1030.8501,798.6763,966.8705,366.0000,-0.0136,-0.0223,-0.0126,-0.0057,-0.0020,-1000000.0000,-1000000.0000,-0.9480,366.0000,1676860000.0000,214.4395,5.5239,3.7196,62018,none
157,2023-02-20T03:10:53.785000,7396779312,444.8412,203.4075,74.1256,107.7715,548.6604,932.2815,850.4695,836.9690,675.9065,635.7814,-1255.2495,620.7907,316.0925,1030.1001,797.7995,966.7370,366.0000,-0.0203,-0.0171,-0.0179,-0.0068,0.0079,-1000000.0000,-1000000.0000,-0.9480,366.0000,1676860000.0000,214.4423,7.4590,3.7197,62018,none
158,2023-02-20T03:10:53.790000,7396779313,443.7054,204.6468,73.9468,107.2774,550.1331,932.0131,850.2021,837.7762,678.1359,635.9200,-1258.2576,621.0325,317.3064,1029.4974,799.7145,966.8180,366.0000,-0.0138,-0.0194,-0.0102,-0.0057,0.0096,-1000000.0000,-1000000.0000,-0.9480,366.0000,1676860000.0000,214.4451,5.0646,3.7198,62018,none
159,2023-02-20T03:10:53.795000,7396779314,443.2138,203.5667,73.5266,108.9525,550.0031,932.8775,851.7784,837.1788,677.4956,636.8904,-1256.4976,620.6445,315.6022,1030.7130,799.1444,966.2526,366.0000,-0.0205,-0.0154,-0.0182,-0.0020,0.0059,-1000000.0000,-1000000.0000,-0.9480,366.0000,1676860000.0000,214.4479,6.7300,3.7200,62018,none
160,2023-02-20T03:10:53.800000,7396779315,443.4536,203.8084,72.1603,108.4549,549.7661,931.5023,850.1869,837.0537,677.2898,635.5806,-1255.8696,619.6721,317.2295,1030.5322,799.2289,966.1500,366.0000,-0.0221,-0.0161,-0.0171,-0.0034,0.0046,-1000000.0000,-1000000.0000,-0.9480,366.0000,1676860000.0000,214.4507,4.3572,3.7201,62018,none
161,2023-02-20T03:10:53.805000,7396779316,443.7159,203.5409,72.2338,107.7868,551.5638,931.7217,851.4033,838.0374,677.4798,636.2251,-1255.8084,620.0232,315.6501,1029.9162,798.6222,966.5138,366.0000,-0.0192,-0.0153,-0.0179,-0.0053,0.0053,-1000000.0000,-1000000.0000,-0.9480,366.0000,1676860000.0000,214.4535,6.0960,3.7202,62018,none
162,2023-02-20T03:10:53.810000,7396779317,446.0756,205.4138,73.7994,108.4309,549.4479,932.3302,850.9059,837.7504,677.3274,635.1618,-1253.6229,618.2312,316.3581,1030.9569,799.1204,965.7618,366.0000,-0.0193,-0.0185,-0.0096,-0.0041,0.0019,-1000000.0000,-1000000.0000,-0.9480,366.0000,1676860000.0000,214.4563,6.6837,3.7203,62018,none
163,2023-02-20T03:10:53.815000,7396779318,443.7984,204.9623,72.3791,108.0736,551.0206,931.0624,851.0352,837.6864,676.5586,636.7121,-1255.8146,620.3623,316.8850,1030.9588,800.0853,967.3452,366.0000,-0.0257,-0.0220,-0.0229,-0.0127,-0.0035,-1000000.0000,-1000000.0000,-0.9480,366.0000,1676860000.0000,214.4591,6.8701,3.7205,62018,none
164,2023-02-20T03:10:53.820000,7396779319,445.2145,205.0277,73.3633,109.8351,552.2931,933.2058,850.6609,837.4327,677.9543,636.7274,-1254.6641,621.1859,317.0991,1031.5052,800.3884,965.3194,366.0000,-0.0217,-0.0220,-0.0057,-0.0057,-0.0037,-1000000.0000,-1000000.0000,-0.9479,366.0000,1676860000.0000,214.4619,6.2157,3.7206,62018,none
165,2023-02-20T03:10:53.825000,7396779320,443.9148,205.6349,73.8804,109.0747,551.4989,931.8668,851.1409,837.3603,677.4882,637.2735,-1253.9136,620.4471,315.6191,1031.2052,800.3142,966.2337,366.0000,-0.0262,-0.0192,-0.0057,-0.0094,0.0123,-1000000.0000,-1000000.0000,-0.9479,366.0000,1676860000.0000,214.4646,6.1067,3.7207,62018,none
166,2023-02-20T03:10:53.830000,7396779321,445.4804,206.9853,72.8251,109.2710,550.7099,932.3580,851.7422,838.4689,676.7749,635.8190,-1254.7283,620.2631,316.0415,1030.5640,798.4934,966.7062,366.0000,-0.0208,-0.0088,-0.0127,-0.0025,0.0067,-1000000.0000,-1000000.0000,-0.9479,366.0000,1676860000.0000,214.4674,6.7540,3.7209,62018,none
167,2023-02-20T03:10:53.835000,7396779322,445.1454,203.4701,73.0180,106.7039,549.9302,932.6668,852.0257,837.5683,678.2969,636.6839,-1255.7016,620.5993,317.3266,1029.4850,799.6886,967.2132,366.0000,-0.0195,-0.0152,-0.0041,0.0051,0.0114,-1000000.0000,-1000000.0000,-0.9479,366.0000,1676860000.0000,214.4702,7.0605,3.7210,62018,none
168,2023-02-20T03:10:53.840000,7396779323,444.8182,204.3528,73.8682,108.8901,549.8538,932.9749,851.3150,838.9285,677.6029,635.9207,-1256.0841,621.9158,316.6493,1031.0928,800.1461,967.4695,366.0000,-0.0152,-0.0118,-0.0055,0.0021,0.0123,-1000000.0000,-1000000.0000,-0.9479,366.0000,1676860000.0000,214.4730,7.4037,3.7211,62018,none
169,2023-02-20T03:10:53.845000,7396779324,445.0202,204.5598,74.4557,110.7193,550.7235,932.7778,851.9800,837.2150,678.2347,636.8559,-1254.3509,621.0093,315.9349,1031.3262,799.4649,968.2439,366.0000,-0.0166,-0.0046,0.0035,-0.0071,0.0152,-1000000.0000,-1000000.0000,-0.9479,366.0000,1676860000.0000,214.4758,5.2673,3.7212,62018,none
170,2023-02-20T03:10:53.850000,7396779325,444.6409,204.4841,75.0140,110.2257,550.6152,933.1109,852.8755,839.3118,678.0648,638.3502,-1253.5192,622.6511,317.1080,1031.2057,798.8375,967.2270,366.0000,-0.0138,-0.0066,0.0035,0.0029,0.0185,-1000000.0000,-1000000.0000,-0.9479,366.0000,1676860000.0000,214.4786,6.1395,3.7214,62018,none
171,2023-02-20T03:10:53.855000,7396779326,445.6358,204.4169,74.7646,107.8013,550.7033,933.2312,850.9488,838.6566,678.9920,637.0223,-1254.2843,620.8223,317.1837,1028.8702,799.2496,966.7045,366.0000,-0.0060,-0.0074,0.0118,0.0140,0.0236,-1000000.0000,-1000000.0000,-0.9479,366.0000,1676860000.0000,214.4814,4.5452,3.7215,62018,none
172,2023-02-20T03:10:53.860000,7396779327,445.0307,205.1550,74.4537,109.1440,551.1337,933.0371,852.3897,837.6199,678.5709,636.3020,-1253.6185,621.5685,317.5363,1031.9378,801.5945,967.2787,366.0000,-0.0012,0.0009,-0.0006,0.0121,0.0190,-1000000.0000,-1000000.0000,-0.9478,366.0000,1676860000.0000,214.4842,5.2060,3.7216,62018,none
173,2023-02-20T03:10:53.865000,7396779328,444.5311,204.5383,73.9146,108.5504,551.4298,932.8930,851.7510,838.9188,677.8046,636.9677,-1252.4148,621.1649,317.9350,1030.7820,799.5584,967.2561,366.0000,-0.0075,-0.0000,0.0103,0.0220,0.0329,-1000000.0000,-1000000.0000,-0.9478,366.0000,1676860000.0000,214.4870,5.7367,3.7217,62018,none
174,2023-02-20T03:10:53.870000,7396779329,444.6066,205.8970,73.7723,110.9979,552.0172,934.4942,851.7868,838.1088,678.8866,636.3402,-1253.7011,623.2886,318.0015,1032.1776,800.6670,968.0449,366.0000,0.0011,0.0058,0.0059,0.0161,0.0260,-1000000.0000,-1000000.0000,-0.9478,366.0000,1676860000.0000,214.4898,6.9920,3.7219,62018,none
175,2023-02-20T03:10:53.875000,7396779330,445.8844,205.7877,74.3376,109.9418,550.7561,932.0628,852.9551,838.7731,679.0301,636.7097,-1255.1342,621.8901,317.1318,1033.1069,800.6213,966.8927,366.0000,0.0021,0.0100,0.0145,0.0274,0.0346,-1000000.0000,-1000000.0000,-0.9478,366.0000,1676860000.0000,214.4926,5.9153,3.7220,62018,none
176,2023-02-20T03:10:53.880000,7396779331,447.1263,206.2479,75.1910,109.2488,551.3173,933.6985,852.4268,838.4737,679.2721,638.3998,-1254.0961,623.5655,317.5344,1031.6608,800.7400,967.7227,366.0000,-0.0014,0.0096,0.0297,0.0311,0.0302,-1000000.0000,-1000000.0000,-0.9478,366.0000,1676860000.0000,214.4953,6.0688,3.7221,62018,none
177,2023-02-20T03:10:53.885000,7396779332,446.1066,206.3848,75.2479,110.0059,551.8509,933.6035,852.0051,838.8723,679.8073,636.8216,-1252.9252,621.6425,318.7208,1032.3294,800.7227,969.2767,366.0000,0.0043,0.0153,0.0256,0.0362,0.0387,-1000000.0000,-1000000.0000,-0.9478,366.0000,1676860000.0000,214.4981,6.5400,3.7222,62018,none
178,2023-02-20T03:10:53.890000,7396779333,445.9975,206.5748,73.4125,108.0065,551.9360,934.4274,854.1518,839.8455,678.5996,638.3423,-1254.1066,623.3145,317.6578,1032.1186,801.7237,968.2363,366.0000,0.0003,0.0235,0.0309,0.0323,0.0387,-1000000.0000,-1000000.0000,-0.9478,366.0000,1676860000.0000,214.5009,5.7636,3.7224,62018,none
179,2023-02-20T03:10:53.895000,7396779334,446.4326,205.9052,74.5754,109.3359,553.6731,933.0405,853.9400,839.6187,679.7383,638.2245,-1252.5915,622.2983,317.8878,1032.6244,801.2324,967.3616,366.0000,0.0129,0.0183,0.0319,0.0419,0.0447,-1000000.0000,-1000000.0000,-0.9478,366.0000,1676860000.0000,214.5037,4.7043,3.7225,62018,none
180,2023-02-20T03:10:53.900000,7396779335,447.3574,208.0095,76.2762,110.3418,552.4984,933.9128,851.7668,838.4123,677.9328,637.8874,-1253.7409,622.9819,317.1092,1032.3954,800.8121,968.0408,366.0000,0.0111,0.0279,0.0342,0.0477,0.0504,-1000000.0000,-1000000.0000,-0.9477,366.0000,1676860000.0000,214.5065,5.7033,3.7226,62018,none
181,2023-02-20T03:10:53.905000,7396779336,446.5935,206.6055,75.4814,111.0945,551.1271,934.3361,852.2384,838.5635,679.3220,638.5999,-1253.3145,621.4422,318.3950,1032.0044,801.4591,966.6316,366.0000,0.0169,0.0233,0.0323,0.0314,0.0481,-1000000.0000,-1000000.0000,-0.9477,366.0000,1676860000.0000,214.5093,6.2034,3.7227,62018,none
182,2023-02-20T03:10:53.910000,7396779337,446.1908,205.0295,74.3859,108.9665,552.8541,935.3756,853.9943,839.7361,679.2998,637.7694,-1253.7611,622.7982,318.7957,1031.7956,800.4975,968.4724,366.0000,0.0261,0.0339,0.0333,0.0439,0.0591,-1000000.0000,-1000000.0000,-0.9477,366.0000,1676860000.0000,214.5121,6.6748,3.7229,62018,none
183,2023-02-20T03:10:53.915000,7396779338,447.5017,205.8148,77.5014,110.3118,553.0532,934.8825,853.3888,839.8913,680.7750,639.2894,-1253.2557,621.7614,317.0363,1033.8891,801.9975,969.9349,366.0000,0.0248,0.0259,0.0353,0.0358,0.0529,-1000000.0000,-1000000.0000,-0.9477,366.0000,1676860000.0000,214.5149,6.1349,3.7230,62018,none
184,2023-02-20T03:10:53.920000,7396779339,447.0521,205.3167,75.6860,111.5169,552.6090,933.7623,854.9096,839.1696,679.5841,638.1505,-1253.1209,622.9148,317.8529,1033.0600,801.1644,967.7599,366.0000,0.0190,0.0287,0.0269,0.0406,0.0469,-1000000.0000,-1000000.0000,-0.9477,366.0000,1676860000.0000,214.5176,6.6615,3.7231,62018,none
185,2023-02-20T03:10:53.925000,7396779340,448.0249,206.8102,76.1038,109.6352,551.8256,934.4064,854.2894,841.0694,680.2827,638.4872,-1254.4905,621.5816,317.6590,1033.4607,801.2976,967.6315,366.0000,0.0193,0.0363,0.0383,0.0407,0.0465,-1000000.0000,-1000000.0000,-0.9477,366.0000,1676860000.0000,214.5204,7.0398,3.7232,62018,none
186,2023-02-20T03:10:53.930000,7396779341,447.0245,206.7805,76.1975,111.0613,554.2844,935.5868,854.1175,840.5287,678.4685,638.4736,-1253.4754,622.8026,319.5086,1033.1972,802.2884,968.3553,366.0000,0.0268,0.0368,0.0395,0.0432,0.0473,-1000000.0000,-1000000.0000,-0.9477,366.0000,1676860000.0000,214.5232,7.1964,3.7234,62018,none
187,2023-02-20T03:10:53.935000,7396779342,445.9739,206.5787,75.6594,111.0063,552.0976,933.9929,853.1360,839.4530,679.6721,639.5051,-1254.0331,623.8300,317.4236,1033.7341,801.6276,969.6905,366.0000,0.0202,0.0341,0.0352,0.0438,0.0467,-1000000.0000,-1000000.0000,-0.9477,366.0000,1676860000.0000,214.5260,6.4378,3.7235,62018,none
188,2023-02-20T03:10:53.940000,7396779343,445.9282,208.6314,75.4406,112.3942,553.5513,934.9598,854.4159,839.4449,679.3456,639.4583,-1253.3030,623.4608,318.9598,1032.3059,801.7419,970.3864,366.0000,0.0262,0.0268,0.0361,0.0444,0.0333,-1000000.0000,-1000000.0000,-0.9476,366.0000,1676860000.0000,214.5288,5.3903,3.7236,62018,none
189,2023-02-20T03:10:53.945000,7396779344,448.4060,207.5245,77.7826,110.9012,553.2453,935.0780,853.0647,839.9030,682.0657,636.9879,-1253.5509,622.0981,319.6596,1033.1518,803.0194,969.4438,366.0000,0.0312,0.0302,0.0373,0.0389,0.0399,-1000000.0000,-1000000.0000,-0.9476,366.0000,1676860000.0000,214.5316,5.3040,3.7237,62018,none
190,2023-02-20T03:10:53.950000,7396779345,448.5198,207.7218,76.9434,111.0036,553.6215,934.8322,855.1851,839.8754,679.6074,639.3443,-1252.0497,621.6222,319.2911,1033.5453,801.3623,968.1121,366.0000,0.0245,0.0288,0.0369,0.0380,0.0261,-1000000.0000,-1000000.0000,-0.9476,366.0000,1676860000.0000,214.5343,5.3785,3.7239,62018,none
191,2023-02-20T03:10:53.955000,7396779346,447.0457,206.4444,76.8468,111.8733,554.5548,937.3459,854.5270,841.1942,680.2479,637.7936,-1251.9920,623.5869,318.8373,1034.2234,802.5880,969.1715,366.0000,0.0252,0.0242,0.0259,0.0263,0.0313,-1000000.0000,-1000000.0000,-0.9476,366.0000,1676860000.0000,214.5371,5.4401,3.7240,62018,none
192,2023-02-20T03:10:53.960000,7396779347,446.9238,206.4310,76.6914,110.1692,553.6796,934.9001,853.5705,841.0179,680.3316,638.9573,-1252.3214,624.4953,319.5075,1035.3688,802.9899,970.6619,366.0000,0.0239,0.0282,0.0251,0.0331,0.0298,-1000000.0000,-1000000.0000,-0.9476,366.0000,1676860000.0000,214.5399,6.3795,3.7241,62018,none
193,2023-02-20T03:10:53.965000,7396779348,448.4329,207.2932,75.4611,111.0871,552.8169,935.6236,854.9075,840.2918,678.9922,639.1772,-1253.7503,622.4926,320.0934,1033.5898,803.1973,969.0151,366.0000,0.0179,0.0210,0.0288,0.0084,0.0208,-1000000.0000,-1000000.0000,-0.9476,366.0000,1676860000.0000,214.5427,7.8100,3.7242,62018,none
194,2023-02-20T03:10:53.970000,7396779349,446.4039,207.4280,77.3116,110.9250,554.1744,934.6765,856.0828,840.8319,679.8687,639.0079,-1252.7889,624.9675,319.2035,1032.7607,804.0308,969.4019,366.0000,0.0193,0.0172,0.0253,0.0277,0.0018,-1000000.0000,-1000000.0000,-0.9476,366.0000,1676860000.0000,214.5455,6.4695,3.7244,62018,none
195,2023-02-20T03:10:53.975000,7396779350,446.5918,205.8225,75.6331,111.1964,552.8027,935.7298,854.1335,840.9659,680.6314,639.7082,-1253.7702,623.3024,317.5164,1032.3510,801.7939,969.5000,366.0000,0.0143,0.0140,0.0255,0.0230,-0.0001,-1000000.0000,-1000000.0000,-0.9476,366.0000,1676860000.0000,214.5483,6.2328,3.7245,62018,none
196,2023-02-20T03:10:53.980000,7396779351,447.8324,207.1735,76.5444,111.9965,553.4486,936.0144,854.7581,840.3643,680.3863,639.8938,-1252.8001,621.7508,320.2359,1032.5939,801.6234,968.0810,366.0000,0.0197,0.0240,0.0224,0.0163,0.0078,-1000000.0000,-1000000.0000,-0.9475,366.0000,1676860000.0000,214.5510,7.0695,3.7246,62018,none
197,2023-02-20T03:10:53.985000,7396779352,447.0044,207.3313,75.0086,111.7634,552.2856,934.8497,853.9746,840.6422,678.4798,638.7013,-1252.1620,622.0714,319.6403,1032.7008,802.9739,970.1184,366.0000,0.0114,0.0140,0.0242,0.0196,-0.0130,-1000000.0000,-1000000.0000,-0.9475,366.0000,1676860000.0000,214.5538,5.6371,3.7247,62018,none
198,2023-02-20T03:10:53.990000,7396779353,447.3105,207.1425,74.6819,110.7157,552.4880,935.2709,854.3829,840.7900,679.8610,638.6668,-1251.8917,623.9306,319.2882,1030.9938,803.0668,969.9976,366.0000,0.0156,0.0121,0.0101,-0.0033,-0.0008,-1000000.0000,-1000000.0000,-0.9475,366.0000,1676860000.0000,214.5566,7.1336,3.7249,62018,none
199,2023-02-20T03:10:53.995000,7396779354,447.1707,206.6507,76.5561,111.4108,553.3426,934.5852,853.0957,840.6915,681.1181,639.2727,-1252.3203,623.4051,317.7172,1032.7609,801.6689,967.7066,366.0000,0.0158,0.0084,0.0154,0.0058,-0.0027,-1000000.0000,-1000000.0000,-0.9475,366.0000,1676860000.0000,214.5594,7.0743,3.7250,62018,none
200,2023-02-20T03:10:54.000000,7396779355,447.5507,206.8491,75.6334,112.4730,553.5752,934.3652,854.2803,839.6576,680.7513,638.0457,-1251.7125,624.4665,319.0420,1033.8541,802.6685,968.2162,366.0000,0.0099,0.0154,0.0026,-0.0004,-0.0055,-1000000.0000,-1000000.0000,-0.9475,366.0000,1676860000.0000,214.5621,6.3472,3.7251,62018,none
201,2023-02-20T03:10:54.005000,7396779356,448.3784,207.1110,74.6611,110.5874,551.8905,936.0819,854.2873,839.7103,681.2269,638.8709,-1252.5397,622.2940,318.5521,1033.3128,804.4318,968.4767,366.0000,0.0084,0.0041,0.0144,-0.0025,-0.0161,-1000000.0000,-1000000.0000,-0.9475,366.0000,1676860000.0000,214.5649,7.9750,3.7252,62018,none
202,2023-02-20T03:10:54.010000,7396779357,447.2894,207.2896,76.6495,111.3331,553.6148,934.7738,855.6562,839.9861,679.4285,640.2954,-1252.9699,623.3118,318.2440,1033.0101,802.3007,969.8157,366.0000,0.0094,0.0035,0.0044,-0.0116,-0.0152,-1000000.0000,-1000000.0000,-0.9475,366.0000,1676860000.0000,214.5677,7.1922,3.7254,62018,none
203,2023-02-20T03:10:54.015000,7396779358,447.6896,207.6583,77.8705,111.0199,552.5189,933.2436,852.7385,839.6091,681.1992,637.9694,-1252.1266,623.1799,319.0653,1031.8769,802.9133,968.5736,366.0000,0.0068,0.0057,0.0033,-0.0061,-0.0187,-1000000.0000,-1000000.0000,-0.9475,366.0000,1676860000.0000,214.5705,6.3363,3.7255,62018,none
204,2023-02-20T03:10:54.020000,7396779359,445.4851,207.9899,77.2369,111.0748,554.1490,936.5375,853.9005,838.9467,680.0897,638.8531,-1252.1496,623.0108,318.6964,1033.9655,803.3866,969.4463,366.0000,0.0096,0.0059,0.0039,-0.0079,-0.0295,-1000000.0000,-1000000.0000,-0.9474,366.0000,1676860000.0000,214.5732,6.1851,3.7256,62018,none
205,2023-02-20T03:10:54.025000,7396779360,447.0305,206.8340,75.8637,109.7650,552.7879,934.4278,855.1000,840.6103,681.3433,638.5957,-1253.3498,622.7634,318.6934,1033.4790,804.0725,968.9241,366.0000,0.0062,0.0078,-0.0069,-0.0142,-0.0188,-1000000.0000,-1000000.0000,-0.9474,366.0000,1676860000.0000,214.5760,5.9545,3.7257,62018,none
206,2023-02-20T03:10:54.030000,7396779361,446.3331,206.6428,76.0148,112.1363,552.1088,934.8106,853.8143,840.2848,680.0103,640.6119,-1252.6891,622.7175,319.5994,1032.9973,802.2042,969.0646,366.0000,0.0063,0.0026,-0.0064,-0.0121,-0.0162,-1000000.0000,-1000000.0000,-0.9474,366.0000,1676860000.0000,214.5788,6.1954,3.7259,62018,none
207,2023-02-20T03:10:54.035000,7396779362,445.9651,207.2902,76.6503,110.3206,553.0008,936.2528,853.8030,838.8686,678.3021,638.5098,-1253.2953,623.0798,319.1446,1031.1781,802.9425,969.3369,366.0000,0.0106,0.0103,-0.0019,-0.0186,-0.0204,-1000000.0000,-1000000.0000,-0.9474,366.0000,1676860000.0000,214.5816,6.2186,3.7260,62018,none
208,2023-02-20T03:10:54.040000,7396779363,446.1647,207.3559,76.7649,111.6881,552.1342,934.7538,853.2006,839.6745,680.5466,638.4833,-1254.7397,623.1093,318.4708,1032.4746,801.2364,969.0851,366.0000,0.0109,0.0023,-0.0012,-0.0145,-0.0269,-1000000.0000,-1000000.0000,-0.9474,366.0000,1676860000.0000,214.5843,6.0444,3.7261,62018,none
